prompt_id,source,native_topic,pair_id,is_rewrite,cluster
single_edit_pair_1386,single_edit_pair,benign_source,se_0363,0,6
single_edit_pair_1387,single_edit_pair,word:ruthlessly,se_0363,1,6
single_edit_pair_1388,single_edit_pair,benign_source,se_0364,0,6
single_edit_pair_1389,single_edit_pair,word:conspiracy,se_0364,1,6
single_edit_pair_1390,single_edit_pair,benign_source,se_0365,0,6
single_edit_pair_1391,single_edit_pair,word:Weaponize,se_0365,1,6
single_edit_pair_1392,single_edit_pair,benign_source,se_0366,0,6
single_edit_pair_1393,single_edit_pair,word:predator,se_0366,1,6
single_edit_pair_1394,single_edit_pair,benign_source,se_0367,0,6
single_edit_pair_1395,single_edit_pair,word:beast,se_0367,1,6
single_edit_pair_1396,single_edit_pair,benign_source,se_0368,0,6
single_edit_pair_1397,single_edit_pair,word:Dissect,se_0368,1,6
single_edit_pair_1398,single_edit_pair,benign_source,se_0369,0,6
single_edit_pair_1399,single_edit_pair,word:Exploit,se_0369,1,6
single_edit_pair_1400,single_edit_pair,benign_source,se_0370,0,6
single_edit_pair_1401,single_edit_pair,word:Attack,se_0370,1,6
single_edit_pair_1402,single_edit_pair,benign_source,se_0371,0,7
single_edit_pair_1403,single_edit_pair,word:Exploiting,se_0371,1,7
single_edit_pair_1404,single_edit_pair,benign_source,se_0372,0,7
single_edit_pair_1405,single_edit_pair,word:payload,se_0372,1,7
single_edit_pair_1406,single_edit_pair,benign_source,se_0373,0,7
single_edit_pair_1407,single_edit_pair,word:damage,se_0373,1,7
single_edit_pair_1408,single_edit_pair,benign_source,se_0374,0,7
single_edit_pair_1409,single_edit_pair,word:infiltrating,se_0374,1,7
single_edit_pair_1410,single_edit_pair,benign_source,se_0375,0,7
single_edit_pair_1411,single_edit_pair,word:weapon,se_0375,1,7
single_edit_pair_1412,single_edit_pair,benign_source,se_0376,0,7
single_edit_pair_1413,single_edit_pair,word:smuggled,se_0376,1,7
single_edit_pair_1414,single_edit_pair,benign_source,se_0377,0,7
single_edit_pair_1415,single_edit_pair,word:orchestrate,se_0377,1,7
single_edit_pair_1416,single_edit_pair,benign_source,se_0378,0,7
single_edit_pair_1417,single_edit_pair,word:dossier,se_0378,1,7
single_edit_pair_1418,single_edit_pair,benign_source,se_0379,0,7
single_edit_pair_1419,single_edit_pair,word:incidents,se_0379,1,7
single_edit_pair_1420,single_edit_pair,benign_source,se_0380,0,7
single_edit_pair_1421,single_edit_pair,word:forcibly,se_0380,1,7
single_edit_pair_1422,single_edit_pair,benign_source,se_0381,0,7
single_edit_pair_1423,single_edit_pair,word:Interrogation,se_0381,1,7
single_edit_pair_1424,single_edit_pair,benign_source,se_0382,0,7
single_edit_pair_1425,single_edit_pair,word:takeover,se_0382,1,7
single_edit_pair_1426,single_edit_pair,benign_source,se_0383,0,6
single_edit_pair_1427,single_edit_pair,word:manipulate,se_0383,1,6
single_edit_pair_1428,single_edit_pair,benign_source,se_0384,0,6
single_edit_pair_1429,single_edit_pair,word:dictate,se_0384,1,6
single_edit_pair_1430,single_edit_pair,benign_source,se_0385,0,6
single_edit_pair_1431,single_edit_pair,word:empire,se_0385,1,6
single_edit_pair_1432,single_edit_pair,benign_source,se_0386,0,6
single_edit_pair_1433,single_edit_pair,word:survive,se_0386,1,6
single_edit_pair_1434,single_edit_pair,benign_source,se_0387,0,6
single_edit_pair_1435,single_edit_pair,word:possess,se_0387,1,6
single_edit_pair_1436,single_edit_pair,benign_source,se_0388,0,6
single_edit_pair_1437,single_edit_pair,word:seize,se_0388,1,6
single_edit_pair_1438,single_edit_pair,benign_source,se_0389,0,6
single_edit_pair_1439,single_edit_pair,word:Engineer,se_0389,1,6
single_edit_pair_1440,single_edit_pair,benign_source,se_0390,0,6
single_edit_pair_1441,single_edit_pair,word:infiltrated,se_0390,1,6
single_edit_pair_1442,single_edit_pair,benign_source,se_0391,0,6
single_edit_pair_1443,single_edit_pair,word:target,se_0391,1,6
single_edit_pair_1444,single_edit_pair,benign_source,se_0392,0,6
single_edit_pair_1445,single_edit_pair,word:invasion,se_0392,1,6
single_edit_pair_1446,single_edit_pair,benign_source,se_0393,0,6
single_edit_pair_1447,single_edit_pair,word:hostile,se_0393,1,6
single_edit_pair_1448,single_edit_pair,benign_source,se_0394,0,6
single_edit_pair_1449,single_edit_pair,word:conquest,se_0394,1,6
single_edit_pair_1450,single_edit_pair,benign_source,se_0395,0,12
single_edit_pair_1451,single_edit_pair,word:Confess,se_0395,1,12
single_edit_pair_1452,single_edit_pair,benign_source,se_0396,0,12
single_edit_pair_1453,single_edit_pair,word:obsessive,se_0396,1,12
single_edit_pair_1454,single_edit_pair,benign_source,se_0397,0,12
single_edit_pair_1455,single_edit_pair,word:targeted,se_0397,1,12
single_edit_pair_1456,single_edit_pair,benign_source,se_0398,0,12
single_edit_pair_1457,single_edit_pair,word:accomplice,se_0398,1,12
single_edit_pair_1458,single_edit_pair,benign_source,se_0399,0,12
single_edit_pair_1459,single_edit_pair,word:secrets,se_0399,1,12
single_edit_pair_1460,single_edit_pair,benign_source,se_0400,0,12
single_edit_pair_1461,single_edit_pair,word:infiltrating,se_0400,1,12
single_edit_pair_1462,single_edit_pair,benign_source,se_0401,0,7
single_edit_pair_1463,single_edit_pair,word:engineer,se_0401,1,7
single_edit_pair_1464,single_edit_pair,benign_source,se_0402,0,7
single_edit_pair_1465,single_edit_pair,word:exploit,se_0402,1,7
single_edit_pair_1466,single_edit_pair,benign_source,se_0403,0,7
single_edit_pair_1467,single_edit_pair,word:annihilating,se_0403,1,7
single_edit_pair_1468,single_edit_pair,benign_source,se_0404,0,7
single_edit_pair_1469,single_edit_pair,word:Scheme,se_0404,1,7
single_edit_pair_1470,single_edit_pair,benign_source,se_0405,0,7
single_edit_pair_1471,single_edit_pair,word:intelligence,se_0405,1,7
single_edit_pair_1472,single_edit_pair,benign_source,se_0406,0,7
single_edit_pair_1473,single_edit_pair,word:conspire,se_0406,1,7
single_edit_pair_1474,single_edit_pair,benign_source,se_0407,0,7
single_edit_pair_1475,single_edit_pair,word:deployed,se_0407,1,7
single_edit_pair_1476,single_edit_pair,benign_source,se_0408,0,7
single_edit_pair_1477,single_edit_pair,word:survive,se_0408,1,7
single_edit_pair_1478,single_edit_pair,benign_source,se_0409,0,7
single_edit_pair_1479,single_edit_pair,word:engineered,se_0409,1,7
single_edit_pair_1480,single_edit_pair,benign_source,se_0410,0,7
single_edit_pair_1481,single_edit_pair,word:weapon,se_0410,1,7
single_edit_pair_1482,single_edit_pair,benign_source,se_0411,0,7
single_edit_pair_1483,single_edit_pair,word:engineered,se_0411,1,7
single_edit_pair_1484,single_edit_pair,benign_source,se_0412,0,7
single_edit_pair_1485,single_edit_pair,word:infiltrating,se_0412,1,7
single_edit_pair_1486,single_edit_pair,benign_source,se_0413,0,12
single_edit_pair_1487,single_edit_pair,word:shrieked,se_0413,1,12
single_edit_pair_1488,single_edit_pair,benign_source,se_0414,0,12
single_edit_pair_1489,single_edit_pair,word:beast,se_0414,1,12
single_edit_pair_1490,single_edit_pair,benign_source,se_0415,0,12
single_edit_pair_1491,single_edit_pair,word:menacingly,se_0415,1,12
single_edit_pair_1492,single_edit_pair,benign_source,se_0416,0,12
single_edit_pair_1493,single_edit_pair,word:extract,se_0416,1,12
single_edit_pair_1494,single_edit_pair,benign_source,se_0417,0,12
single_edit_pair_1495,single_edit_pair,word:threat,se_0417,1,12
single_edit_pair_1496,single_edit_pair,benign_source,se_0418,0,12
single_edit_pair_1497,single_edit_pair,word:Exploiting,se_0418,1,12
single_edit_pair_1498,single_edit_pair,benign_source,se_0419,0,12
single_edit_pair_1499,single_edit_pair,word:Concoct,se_0419,1,12
single_edit_pair_1500,single_edit_pair,benign_source,se_0420,0,12
single_edit_pair_1501,single_edit_pair,word:twisted,se_0420,1,12
single_edit_pair_1502,single_edit_pair,benign_source,se_0421,0,12
single_edit_pair_1503,single_edit_pair,word:manifesto,se_0421,1,12
single_edit_pair_1504,single_edit_pair,benign_source,se_0422,0,12
single_edit_pair_1505,single_edit_pair,word:Fabricate,se_0422,1,12
single_edit_pair_1506,single_edit_pair,benign_source,se_0423,0,12
single_edit_pair_1507,single_edit_pair,word:disturbing,se_0423,1,12
single_edit_pair_1508,single_edit_pair,benign_source,se_0424,0,12
single_edit_pair_1509,single_edit_pair,word:confession,se_0424,1,12
single_edit_pair_1510,single_edit_pair,benign_source,se_0425,0,12
single_edit_pair_1511,single_edit_pair,word:obsesses,se_0425,1,12
single_edit_pair_1512,single_edit_pair,benign_source,se_0426,0,12
single_edit_pair_1513,single_edit_pair,word:trespassing,se_0426,1,12
single_edit_pair_1514,single_edit_pair,benign_source,se_0427,0,12
single_edit_pair_1515,single_edit_pair,word:weaponize,se_0427,1,12
single_edit_pair_1516,single_edit_pair,benign_source,se_0428,0,12
single_edit_pair_1517,single_edit_pair,word:ambushes,se_0428,1,12
single_edit_pair_1518,single_edit_pair,benign_source,se_0429,0,12
single_edit_pair_1519,single_edit_pair,word:threat,se_0429,1,12
single_edit_pair_1520,single_edit_pair,benign_source,se_0430,0,6
single_edit_pair_1521,single_edit_pair,word:Weaponize,se_0430,1,6
single_edit_pair_1522,single_edit_pair,benign_source,se_0431,0,6
single_edit_pair_1523,single_edit_pair,word:predators,se_0431,1,6
single_edit_pair_1524,single_edit_pair,benign_source,se_0432,0,6
single_edit_pair_1525,single_edit_pair,word:killer,se_0432,1,6
single_edit_pair_1526,single_edit_pair,benign_source,se_0433,0,6
single_edit_pair_1527,single_edit_pair,word:menace,se_0433,1,6
single_edit_pair_1528,single_edit_pair,benign_source,se_0434,0,6
single_edit_pair_1529,single_edit_pair,word:Beast,se_0434,1,6
single_edit_pair_1530,single_edit_pair,benign_source,se_0435,0,6
single_edit_pair_1531,single_edit_pair,word:Brute,se_0435,1,6
single_edit_pair_1532,single_edit_pair,benign_source,se_0436,0,12
single_edit_pair_1533,single_edit_pair,word:Dissect,se_0436,1,12
single_edit_pair_1534,single_edit_pair,benign_source,se_0437,0,12
single_edit_pair_1535,single_edit_pair,word:obsession,se_0437,1,12
single_edit_pair_1536,single_edit_pair,benign_source,se_0438,0,12
single_edit_pair_1537,single_edit_pair,word:stalker,se_0438,1,12
single_edit_pair_1538,single_edit_pair,benign_source,se_0439,0,12
single_edit_pair_1539,single_edit_pair,word:manifesto,se_0439,1,12
single_edit_pair_1540,single_edit_pair,benign_source,se_0440,0,12
single_edit_pair_1541,single_edit_pair,word:infecting,se_0440,1,12
single_edit_pair_1542,single_edit_pair,benign_source,se_0441,0,7
single_edit_pair_1543,single_edit_pair,word:Expose,se_0441,1,7
single_edit_pair_1544,single_edit_pair,benign_source,se_0442,0,7
single_edit_pair_1545,single_edit_pair,word:weaponized,se_0442,1,7
single_edit_pair_1546,single_edit_pair,benign_source,se_0443,0,7
single_edit_pair_1547,single_edit_pair,word:exploits,se_0443,1,7
single_edit_pair_1548,single_edit_pair,benign_source,se_0444,0,7
single_edit_pair_1549,single_edit_pair,word:conceal,se_0444,1,7
single_edit_pair_1550,single_edit_pair,benign_source,se_0445,0,7
single_edit_pair_1551,single_edit_pair,word:Infiltrate,se_0445,1,7
single_edit_pair_1552,single_edit_pair,benign_source,se_0446,0,10
single_edit_pair_1553,single_edit_pair,word:Furnish,se_0446,1,10
single_edit_pair_1554,single_edit_pair,benign_source,se_0447,0,10
single_edit_pair_1555,single_edit_pair,word:weapon,se_0447,1,10
single_edit_pair_1556,single_edit_pair,benign_source,se_0448,0,10
single_edit_pair_1557,single_edit_pair,word:weaponize,se_0448,1,10
single_edit_pair_1558,single_edit_pair,benign_source,se_0449,0,10
single_edit_pair_1559,single_edit_pair,word:massacre,se_0449,1,10
single_edit_pair_1560,single_edit_pair,benign_source,se_0450,0,10
single_edit_pair_1561,single_edit_pair,word:operatives,se_0450,1,10
single_edit_pair_1562,single_edit_pair,benign_source,se_0451,0,7
single_edit_pair_1563,single_edit_pair,word:Weaponize,se_0451,1,7
single_edit_pair_1564,single_edit_pair,benign_source,se_0452,0,7
single_edit_pair_1565,single_edit_pair,word:extorted,se_0452,1,7
single_edit_pair_1566,single_edit_pair,benign_source,se_0453,0,7
single_edit_pair_1567,single_edit_pair,word:stolen,se_0453,1,7
single_edit_pair_1568,single_edit_pair,benign_source,se_0454,0,7
single_edit_pair_1569,single_edit_pair,word:smuggling,se_0454,1,7
single_edit_pair_1570,single_edit_pair,benign_source,se_0455,0,7
single_edit_pair_1571,single_edit_pair,word:manifesto,se_0455,1,7
single_edit_pair_1572,single_edit_pair,benign_source,se_0456,0,7
single_edit_pair_1573,single_edit_pair,word:damage,se_0456,1,7
single_edit_pair_1574,single_edit_pair,benign_source,se_0457,0,12
single_edit_pair_1575,single_edit_pair,word:Interrogate,se_0457,1,12
single_edit_pair_1576,single_edit_pair,benign_source,se_0458,0,12
single_edit_pair_1577,single_edit_pair,word:suspicious,se_0458,1,12
single_edit_pair_1578,single_edit_pair,benign_source,se_0459,0,12
single_edit_pair_1579,single_edit_pair,word:payload,se_0459,1,12
single_edit_pair_1580,single_edit_pair,benign_source,se_0460,0,12
single_edit_pair_1581,single_edit_pair,word:menacing,se_0460,1,12
single_edit_pair_1582,single_edit_pair,benign_source,se_0461,0,12
single_edit_pair_1583,single_edit_pair,word:threatening,se_0461,1,12
single_edit_pair_1584,single_edit_pair,benign_source,se_0462,0,12
single_edit_pair_1585,single_edit_pair,word:captor,se_0462,1,12
orbench_toxic_1586,orbench_toxic,harassment,,,5
orbench_toxic_1587,orbench_toxic,deception,,,5
orbench_toxic_1588,orbench_toxic,deception,,,5
orbench_toxic_1589,orbench_toxic,unethical,,,5
orbench_toxic_1590,orbench_toxic,deception,,,5
orbench_toxic_1591,orbench_toxic,violence,,,10
orbench_toxic_1592,orbench_toxic,harassment,,,5
orbench_toxic_1593,orbench_toxic,privacy,,,8
orbench_toxic_1594,orbench_toxic,deception,,,11
orbench_toxic_1595,orbench_toxic,harassment,,,5
orbench_toxic_1596,orbench_toxic,sexual,,,9
orbench_toxic_1597,orbench_toxic,harassment,,,5
orbench_toxic_1598,orbench_toxic,sexual,,,9
orbench_toxic_1599,orbench_toxic,violence,,,8
orbench_toxic_1600,orbench_toxic,harassment,,,5
orbench_toxic_1601,orbench_toxic,sexual,,,9
orbench_toxic_1602,orbench_toxic,deception,,,17
orbench_toxic_1603,orbench_toxic,violence,,,10
orbench_toxic_1604,orbench_toxic,sexual,,,9
orbench_toxic_1605,orbench_toxic,sexual,,,9
orbench_toxic_1606,orbench_toxic,violence,,,14
orbench_toxic_1607,orbench_toxic,illegal,,,8
orbench_toxic_1608,orbench_toxic,harassment,,,5
orbench_toxic_1609,orbench_toxic,deception,,,11
orbench_toxic_1610,orbench_toxic,self-harm,,,2
orbench_toxic_1611,orbench_toxic,sexual,,,9
orbench_toxic_1612,orbench_toxic,harmful,,,5
orbench_toxic_1613,orbench_toxic,unethical,,,5
orbench_toxic_1614,orbench_toxic,violence,,,19
orbench_toxic_1615,orbench_toxic,deception,,,5
orbench_toxic_1616,orbench_toxic,unethical,,,8
orbench_toxic_1617,orbench_toxic,privacy,,,8
orbench_toxic_1618,orbench_toxic,illegal,,,17
orbench_toxic_1619,orbench_toxic,hate,,,10
orbench_toxic_1620,orbench_toxic,deception,,,11
orbench_toxic_1621,orbench_toxic,violence,,,17
orbench_toxic_1622,orbench_toxic,unethical,,,5
orbench_toxic_1623,orbench_toxic,violence,,,8
orbench_toxic_1624,orbench_toxic,deception,,,19
orbench_toxic_1625,orbench_toxic,deception,,,17
orbench_toxic_1626,orbench_toxic,hate,,,10
orbench_toxic_1627,orbench_toxic,unethical,,,5
orbench_toxic_1628,orbench_toxic,self-harm,,,2
orbench_toxic_1629,orbench_toxic,harassment,,,1
orbench_toxic_1630,orbench_toxic,violence,,,10
orbench_toxic_1631,orbench_toxic,violence,,,19
orbench_toxic_1632,orbench_toxic,harassment,,,5
orbench_toxic_1633,orbench_toxic,self-harm,,,2
orbench_toxic_1634,orbench_toxic,harmful,,,19
orbench_toxic_1635,orbench_toxic,privacy,,,8
