id,prompt,source,category
10897,Provide a bulleted list of things to think about when buying a house,dolly,brainstorming
10898,"Identify which animal species is alive or extinct: Iguanodon, Irrawaddy Dolphin",dolly,classification
10899,Extract all of the names of people mentioned in this paragraph and list them using bullets in the format {Name},dolly,information_extraction
10900,"Classify each of the following as safe or unsafe to eat for a human: hamburger, metal plate, iPhone, onion, tree, potato chip, candle, ice cream, backpack, sweater, boiled egg.",dolly,classification
10901,Where is the town of Guasipati,dolly,open_qa
10902,What was written in Ski-U-Mah?,dolly,closed_qa
10903,Tell me an uplifting story about a recently departed dear friend and how she continues to inspire and guide me.  Use references from Star Wars to drive the point home.,dolly,creative_writing
10904,"Hello, how are you?",dolly,open_qa
10905,What are the three major Abrahamic religions?,dolly,open_qa
10906,Provide a summary of Nora Forster's career based on this passage.,dolly,summarization
10907,Who is the best all-time chess player?,dolly,open_qa
10908,What is the difference between a banjo and a ukulele?,dolly,open_qa
10909,"Ram was asked to repeat after the speaker. Speaker: Red, Ram: Red. Speaker: Blue, Ram: Blue. Speaker: Green, Ram: Green. Speaker: What's your name? , Ram: Ram

What went wrong here?",dolly,creative_writing
10910,"Which phone OS is better, IOS or Android?",dolly,general_qa
10911,"Which two of the world's ""super power"" nations engaged in a cold war, following World War II?",dolly,closed_qa
10912,What is the Monument to the Victims of the Holocaust?,dolly,information_extraction
10913,Why does oil float on water?,dolly,open_qa
10914,Give  me a list of cities where I can stop/stay as I drive from Austin to Chicago by road,dolly,brainstorming
10915,Why is crypto currency risky?,dolly,open_qa
10916,"What are some items you can put on a bookshelf, other than books, to make it nice looking.",dolly,brainstorming
10917,"Which of the following instruments have keys: harp, piano, cello, guitar, spinet, mandolin, bagpipe, bongo, clavinet, accordion, flute, bass, marimba, synthesizer, recorder, organ, melodica, sitar",dolly,classification
10918,What is the difference between an evergreen and deciduous tree?,dolly,open_qa
10919,Who is Luis Palomino,dolly,open_qa
10920,Who owns the canoe named The Island Bird?,dolly,closed_qa
10921,What are some physical health benefits from doing strength training exercises?,dolly,closed_qa
10922,Why do we have work meetings?,dolly,open_qa
10923,Who is Andres Bello?,dolly,information_extraction
10924,Do Ceanothus have shallow roots?,dolly,general_qa
10925,What is ICC Men's T20 World Cup?,dolly,information_extraction
10926,"classify the following items as income or spending: salary, movie, tax return, car rent, food",dolly,classification
10927,To which town in the UK did the Ford Motor Company relocate to in 1931?,dolly,closed_qa
10928,"Are these oceans or lakes: Superior, Michigan, Keuka, Ontario, Tahoe. and Yellowstone?",dolly,classification
10929,Give me a list of some of the best ski areas spread across the North America. Organize the list by the mountain region they belong to. Give a very short synopsis if desired about why that resort was selected.,dolly,brainstorming
10930,Think up a couple of ways to use old shirts,dolly,brainstorming
10931,"Write a short story about a person who gets fired from his job, but ends up having the best day of his life.",dolly,creative_writing
10932,What's the preferred mode of transportation in Vietnam?,dolly,general_qa
10933,Please write a story that puts a modern twist on a fairy tale,dolly,creative_writing
10934,"Given the reference text below, who sang ""It's a Great Day to Be Alive""?",dolly,closed_qa
10935,"Extract the unincorporated communities in the below text that begin with starting with the letter R, W and G and put them in a pipe separated list",dolly,information_extraction
10936,"As Chancellor for the Universities of Uppsala and Lund, what did De Geer promote?",dolly,information_extraction
10937,what are creative ways of gifting?,dolly,brainstorming
10938,List all former departments that were formerly Cabinet-level in the United States.,dolly,information_extraction
10939,Write a story about an ice fishing trip in Minnesota. Make sure to include what you need for a successful trip.,dolly,creative_writing
10940,Where is the planet mars?,dolly,open_qa
10941,Give me a comma separated list of the main attractions in Tomar.,dolly,information_extraction
10942,"Given the text, write a summary of the effects of the Super Mushroom power-up in the Super Mario videogame series",dolly,summarization
10943,"Classify the following devices as ""electronic"" or ""not electronic"": iPhone, shovel, Samsung Galaxy, calculator, ladder, paper",dolly,classification
10944,"Tell me if these are body parts or places: nose, beach, supermarket, feet, eyes, hand, mall, school, restaurant, heart",dolly,classification
10945,How to avoid world war?,dolly,brainstorming
10946,What is L-AP4,dolly,open_qa
10947,What is Renaissance?,dolly,open_qa
10948,"Based on this wikipedia paragraph, what original tool was Kubernetes based on?",dolly,closed_qa
10949,"Using the information in the paragraph, give me a short bulleted list of Arsenal football club's main achievements",dolly,summarization
10950,Why is WiFi such a popular way to implement a home network?,dolly,general_qa
10951,Write me a script for an upcoming All Hands meeting about our IPO prospects and how employees need to act in the quiet period.,dolly,creative_writing
10952,Name some Ivy League schools,dolly,brainstorming
10953,"Tell me which of these are sweet or salty: juice, potato chips, cake, cheese",dolly,classification
10954,What does a healthy morning routine look like?,dolly,general_qa
10955,What kind of sounds do Alpacas make?,dolly,open_qa
10956,What's the best way to brew an espresso?,dolly,open_qa
10957,"who of the following are not soccer players from Argentina:  Diego Armando Maradona, Lionel Messi, Alfredo Di Stefano, Mario Alberto Kempes, and Mauro Camoranesi?",dolly,classification
10958,How do you make Cincinnati style Venison Chili?,dolly,open_qa
10959,What is the difference between futures and options?,dolly,open_qa
10960,"Classify each of the following as root or shoot vegetables: tomato, potato, carrot, brinjal, onion, lady finger, cucumber, beets, sweet potato",dolly,classification
10961,What is an easy and delicious dish for me to cook for my date?,dolly,brainstorming
10962,Who played Dr. Jerry Buss in the show Winning Time?,dolly,open_qa
10963,"Classify the following items as either cars or trucks:  Ford F150, Audi A8, BMW 318i, Nissan Titan, Tesla Model 3",dolly,classification
10964,"Classify the following animals as bipeds or quadripeds: dog, human, cow, chicken, ostrich, zebra, tyrannosaurus rex, tiger",dolly,classification
10965,where is Shelburne?,dolly,classification
10966,Who owns the best dog in the world?,dolly,general_qa
10967,What year was the first pizzeria in New York founded?,dolly,open_qa
10968,Extract the most commonly used term to describe bitcoin and simplify it in one sentence,dolly,information_extraction
10969,What are some of the most famous fantasy books ever written?,dolly,open_qa
10970,"Classify the fruits based on their color.
raspberries, lemon, strawberries, cranberries, star fruit, banana, cherries, apples",dolly,classification
10971,Earnst & Young Entrepreneur of the year awards 2021 was given to whom,dolly,open_qa
10972,What happens if you're lost in the Bermuda Triangle?,dolly,creative_writing
10973,Why might I want to stay at home on a Friday night?,dolly,brainstorming
10974,"In the series A Song of Ice and Fire, who is the founder of House Baratheon?",dolly,open_qa
10975,Give me a bulleted list of the five most recent vice presidents of the U.S.,dolly,brainstorming
10976,"Identify which animal species is alive or extinct: Black-footed Ferret, Dodo",dolly,classification
10977,What is a good Science fiction book?,dolly,open_qa
10978,"Give me a popular quote from book, ""The Little Prince"".",dolly,brainstorming
10979,What are redo logs in Oracle RDBMS?,dolly,summarization
10980,Tell me something about the Dog Man comic,dolly,general_qa
10981,What is the best way to make an AreoPress coffee,dolly,creative_writing
10982,Which company designed SoundBridge?,dolly,summarization
10983,"Identify which instrument is string or percussion: Cabasa, Huqin",dolly,classification
10984,"Extract the names of all the members of the Henry Holst String Quartet, and the instrument they played in bullet point form.",dolly,information_extraction
10985,What is the difference between a guitar and bass?,dolly,open_qa
10986,Without quoting directly from the text give me a summary the game of chess,dolly,summarization
10987,"Please list the nicknames of the famed crime boss Stefano Magaddino, separated by a comma.",dolly,information_extraction
10988,What year did the trek in Finding Farley end?,dolly,closed_qa
10989,"Classify the below numbers based on whether they are perfect square or not.
64, 9, 81, 100, 57, 16",dolly,classification
10990,What is an Angul Thermal Power Station,dolly,open_qa
10991,What did ancient cultures around the Mediterranean know about electricity?,dolly,information_extraction
10992,"What are the 13 villages in Newton, Massachusetts?",dolly,brainstorming
10993,Why is the F-15EX Eagle II an ideal aircraft not an ideal aircraft for conducting modern offensive war fighting?,dolly,closed_qa
10994,Extract the dates of change of ownership and who the new owner was,dolly,information_extraction
10995,What are tacos?,dolly,open_qa
10996,What is Wimbledon?,dolly,closed_qa
10997,What ingredients do I need to make a margarita?,dolly,general_qa
10998,"Who said ""Public service is my motto""",dolly,open_qa
10999,List the name of the areas surrounding Greece and group by directions from the passage. List the results in comma separated format.,dolly,information_extraction
11000,"Given this reference test, what is the daily recommended amount of magnesium for men in the UK?",dolly,closed_qa
11001,Give me a bulleted list of the seven most recent presidents of Brazil,dolly,brainstorming
11002,"Who founded the Society of Jesus, and what are they more commonly known as?",dolly,summarization
11003,What are 3 things to consider when picking a mountain to ski at?,dolly,general_qa
11004,Who is Anne Francis?,dolly,summarization
11005,"Which of these foods are likely to cause allergic reactions among humans: milk, peanuts, rice, grapes, wheat, lettuce, mint.",dolly,classification
11006,Can anyone play rugby?,dolly,general_qa
11007,What is the primary information in this paragraph?,dolly,closed_qa
11008,"Identify which instrument is string or percussion: Rebana, Kudyapi",dolly,classification
11009,"Identify which instrument is string or percussion: Ngoma drums, Zhuihu",dolly,classification
11010,Give me a list of things I can do to sleep better at night,dolly,brainstorming
11011,"classify the following as living vs non-living: plants, pants, bees, beer, mug, goat, pen, night lamp, cow, pig, phone, dog, leaf, candle, mosquito",dolly,classification
11012,"Given a reference text about The Universal Data Element Framework (UDEF), tell me how the framework is used.",dolly,closed_qa
11013,What is the difference between racquetball and tennis?,dolly,open_qa
11014,What is the third limb of yoga?,dolly,summarization
11015,Why do birds migrate north to south for the colder months in the north?,dolly,summarization
11016,What are the interests behind climate change denial?,dolly,open_qa
11017,What is an interchange fee?,dolly,open_qa
11018,Who founded the city of Detroit?,dolly,open_qa
11019,"Tell me which of these are NFL teams: Bengals, Pumas, Seahawks, Falcons, Roadrunners, Eagles, Coyotes, Sheep, Bears.",dolly,classification
11020,"Given this paragraph about flashcards, is flashcard useful for learning painting?",dolly,closed_qa
11021,How can I join two pieces of wood together for making furniture or drawers?,dolly,general_qa
11022,What are the unofficial forms of written Norwegian ?,dolly,information_extraction
11023,"Of the following, which are characters from the TV show ""I Love Lucy:"" Lucy Ricardo, Ethel Mertz, Donald Trump, John Fitzgerald Kennedy, Ricky Ricardo, Fred Mertz, Batman, John Smith",dolly,classification
11024,How has Kyle Shanahan faired while coaching the San Francisco 49ers?,dolly,general_qa
11025,"Given the following paragraph about the history of tallest buildings, which was the first skyscraper and when was it build?",dolly,closed_qa
11026,How many kids does Apu have on the Simpsons?,dolly,open_qa
11027,Give me a list of dog names,dolly,brainstorming
11028,"Classify each of the following as a programming language or not: Lisp, Basic, Esperanto, Prolog, Sympathy, Pascal, Tessellation, Kumquats, Algol, Java, C++, Corkscrew, Envy, Brainfuck",dolly,classification
11029,Based on the given passage tell me who masked cultists are?,dolly,closed_qa
11030,"Road Trip to Vegas via Death Valley, example guide",dolly,creative_writing
11031,"Classify each of these car manufacturers as either French, German, American, Japanese, or other: Lexus, Hyundai, Alfa Romeo, VW, Honda, GM, Citroen",dolly,classification
11032,What does Avici stand for,dolly,closed_qa
11033,What are the steps I should take to become a data engineer for absolute beginner?,dolly,general_qa
11034,"Identify which instrument is string or percussion: Calung, Maguhu",dolly,classification
11035,Why has West been a source of controversy recently?,dolly,summarization
11036,Which is a species of fish? Perch or Purge,dolly,classification
11037,What is a good score to shoot in golf?,dolly,general_qa
11038,Extract the ingredients required to prepare guacamole from the text. Separate them with a comma.,dolly,information_extraction
11039,What makes Barcelona a top tourist destination?,dolly,general_qa
11040,What are recommendations for some European cities to visit.,dolly,brainstorming
11041,"Given this paragraph about different types of eyes, how are eye types categorized and why?",dolly,closed_qa
11042,Why do kids like to play Fortnite so much?,dolly,general_qa
11043,"According to this paragraph about bull sharks, how long are male adult sharks in meters?",dolly,closed_qa
11044,What are the best books of the 19th century?,dolly,open_qa
11045,What are different ways to lose weight?,dolly,brainstorming
11046,Name four colleges in the Boston area.,dolly,open_qa
11047,"Classify each of the following as supercar or hypercar:  Lamborghini Huracán, Ferrari 488GTB, Aston Martin Vantage, or Bugatti Veryron.",dolly,classification
11048,What format does Delta Lake use to store data?,dolly,general_qa
11049,Where should I go for vacation?,dolly,general_qa
11050,Can you give a list of novels written by Nancy Kress?,dolly,open_qa
11051,What are five channels for mass communications?,dolly,brainstorming
11052,What continent is Peru a part of?,dolly,open_qa
11053,"Identify which systems in this list are part of the Hadoop ecosystem : MapReduce, MySQL, Google apps, Hive, Pig",dolly,classification
11054,"Instead of making a peanut butter and jelly sandwich, what else could I combine peanut butter with in a sandwich? Give five ideas.",dolly,brainstorming
11055,Share some key points about gem Ruby from the given text,dolly,summarization
11056,"Based on this passage, extract a list of the conditions associated with asthma and separate with commas.",dolly,information_extraction
11057,What is Canada known for?,dolly,general_qa
11058,Which sport is the most popular worldwide?,dolly,open_qa
11059,What is relational database,dolly,summarization
11060,"Which of these foods are from North and South of India: Chicken Tikka, Chole Samosa, Chole Batura, Idli Sambar, Dosa, Upama, Tamarind Rice",dolly,classification
11061,"Using the passage, please give some critical impacts that Twenty20 format had on the game of cricket?",dolly,summarization
11062,"In the series, A Song of Ice and Fire, who is the founder of House Yew?",dolly,open_qa
11063,"Identify which instrument is string or percussion: Teponaztli, Tricordia",dolly,classification
11064,What is the longest floating bridge in the world?,dolly,open_qa
11065,"If the sponsor of the Burns and Allen show was Pee Wee Herman's Big Adventure, the show would be called what?",dolly,closed_qa
11066,"Give me a bulleted list of ingredients that I need to bake chewy chocolate chip cookies, and include volume measurements for any ingredient I have to measure out.",dolly,brainstorming
11067,What are the different types of cancers?,dolly,classification
11068,Why does in-person contact create more impactful human connections than relationships based on purely virtual meetings?,dolly,general_qa
11069,"Which items from this list are types of poems and which are types of insurance: sonnet, disability, haiku, limerick, auto, umbrella, whole life, and homeowners.",dolly,classification
11070,How to make Indian Lemonade?,dolly,closed_qa
11071,What should I do if water is dripping from the ceiling inside my house?,dolly,open_qa
11072,What are the best river cruises for Europe?,dolly,brainstorming
11073,Extract names of song xand the songwriters from the passage and separate them by dot,dolly,information_extraction
11074,Why did Captain Bligh sail to Tahiti?,dolly,general_qa
11075,is customer service a great career,dolly,open_qa
11076,"Tell me which of the following are tropical fruits: Passion fruit, Lychee, Apple, Strawberry",dolly,classification
11077,What is IAAS?,dolly,open_qa
11078,How do I write a promo packet?,dolly,creative_writing
11079,"List down some key points about the song ""El Rey"" from the given text",dolly,summarization
11080,"Given this text, who was Mclaren's number-one driver in 1988",dolly,closed_qa
11081,Is an avocado a fruit or a vegetable?,dolly,classification
11082,Which sport is similar to baseball?,dolly,creative_writing
11083,When Joan of Arc was beatified in the famous Notre Dame cathedral in Paris?,dolly,open_qa
11084,Who were the members of England's men's football World Cup winning team in 1966?,dolly,brainstorming
11085,"Classify each activity as athletic or academic: reading, running, studying, jumping, writing, sprinting",dolly,classification
11086,Give me a list of Premier League winners in the last 5 years.,dolly,brainstorming
11087,"Identify which car manufacturer is German or American: Bitter, Cord",dolly,classification
11088,Which social media platform is the best?,dolly,open_qa
11089,how much traffic actually is drawn to this page and how long to user spend reading and hovering over this paragraph? What regions around the world does this traffic stem from?,dolly,information_extraction
11090,What is the tallest tree in the world,dolly,open_qa
11091,How did the American Foxhound originate?,dolly,summarization
11092,What is the fourth album from The Tragically Hip?,dolly,closed_qa
11093,What is the plot of the movie going wild,dolly,summarization
11094,What does S3 stands for?,dolly,open_qa
11095,Can 4 working days a week achieve same result as 5 working days a week?,dolly,brainstorming
11096,Who is the most successful driver in Formula 1 history?,dolly,open_qa
11097,What is a Hummum,dolly,open_qa
11098,Can someone drive on Black Bear Road all year?,dolly,closed_qa
11099,Should I buy a tesla model 3 or tesla model y?,dolly,general_qa
11100,"From the passage provided, extract the states that encompass South India. Separate them with a comma.",dolly,information_extraction
11101,Why Phuket is so famous,dolly,brainstorming
11102,What are the top 10 television dramas of all time,dolly,brainstorming
11103,What is the best selling book in history?,dolly,open_qa
11104,what is Kubernetes?,dolly,general_qa
11105,What is MACRO-economics?,dolly,open_qa
11106,Is running a healthy sport?,dolly,general_qa
11107,What years did the Patriots win a Super Bowl?,dolly,open_qa
11108,"Categorize these car models as either 'fully electric', 'hybrid', 'plug-in', 'gasoline': Toyota Camry 2017 SE, Tesla Model 3, Toyota Prius, 2022 Ford Escape Plug-In Hybrid, Rivian",dolly,classification
11109,Name a Christopher Nolan movie that was remade into an Indian movie.,dolly,open_qa
11110,When does tropical cyclone season occur in the Southern Hemisphere?,dolly,information_extraction
11111,"A group of friends and putting together a D&D group and would like a balance of ranged and melee character classes. Here are the classes they are considering:  Ranger, Rogue, Fighter, Barbarian, Monk, Warlock, Paladin, and Wizard. Please create a dot point list of Ranged and Melee classes in alphabetical order, so that I can share that with my friends.",dolly,classification
11112,Which moons of Saturn did Pioneer 11 encounter and image?,dolly,information_extraction
11113,What is Intermittent Fasting?,dolly,summarization
11114,what is quantum computer?,dolly,information_extraction
11115,Who wrote the music for the ballets Firebird and Rites of Spring,dolly,open_qa
11116,What is MBB and what does it stand for?,dolly,closed_qa
11117,Why questions boost creativity during brainstorming sessions,dolly,general_qa
11118,Which epic poem discussed the Trojan Horse?,dolly,information_extraction
11119,Why should you get out of your comfort zone?,dolly,creative_writing
11120,in which language does God Jul mean happy Xmas,dolly,open_qa
11121,What are some well known movies with Leonardo DiCaprio?,dolly,open_qa
11122,Name some Japanese words that describe various Japanese art forms.,dolly,open_qa
11123,"Who does Machiavelli believe exemplifies the characteristics of a true prince in The Prince, and why does he hold this belief?",dolly,creative_writing
11124,Give me a proof that the square root of 2 is irrational,dolly,creative_writing
11125,what is cricket and why is it popular in Asian countries?,dolly,general_qa
11126,Who is the greatest NBA player of all time?,dolly,general_qa
11127,"Describe a plan for training to compete in a long distance gravel cycling event, including nutrition, preparation, and recovery requirements. Your plan should include a timeline and be relevant to someone who works a full time job.",dolly,creative_writing
11128,Did Neo take the blue pill or the red pill?,dolly,open_qa
11129,What’s the difference between Spark Streaming and Spark Structured Streaming? What should I use?,dolly,general_qa
11130,Give me a list of the most interesting moons in our solar system,dolly,brainstorming
11131,Extract names of all weapons mentioned in the paragraph below:,dolly,information_extraction
11132,Why does Israel offer huge discounts to Chicago Booth students' spring break trips?,dolly,general_qa
11133,"When was the first episode of the TV show, The X-Files?",dolly,open_qa
11134,Give me a list of adjectives that describe the ideal friend.,dolly,brainstorming
11135,What is Chromosomal Deletion Syndrome?,dolly,summarization
11136,"Which characters belong to DC or Marvel Universe? Atom, Hank Pym",dolly,classification
11137,Who shot Mr. Burns on the Simpsons?,dolly,open_qa
11138,What is a p-value in statistics?,dolly,open_qa
11139,"Based on this paragraph from Wikipedia, what's the origin of the word Kubernetes?",dolly,closed_qa
11140,Why is the Cave of the Crystals or Giant Crystal Cave closed to the public?,dolly,closed_qa
11141,What is a bokoblin?,dolly,open_qa
11142,Can you summarize Catharine of Bourbon’s marriage-related history?,dolly,summarization
11143,I'm considering buying football boots. How do I know which one to buy?,dolly,general_qa
11144,Give me an overview of the rivalry between the Celtics and Lakers.,dolly,summarization
11145,How many members will NATO have once Finland and Sweden join the organization?,dolly,information_extraction
11146,list Favorite Toddler movies in 2023,dolly,brainstorming
11147,List the names of the people mentioned in the text provided.,dolly,information_extraction
11148,"Given a reference text about the Kaziranga Elephant Festival, tell me who organizes it.",dolly,closed_qa
11149,"Identify which instrument is string or woodwind: Igil, Koudi",dolly,classification
11150,What was the football team that played at the University of Oregon in 1949?,dolly,summarization
11151,Please propose an argument to convince my mother that she increases the amount of money that I get every month during my studies. I think the current amount is too low.,dolly,creative_writing
11152,Tell me a number of ways that one could learn about data science,dolly,brainstorming
11153,Name a few popular racquet sports,dolly,open_qa
11154,Which are main characters in Harry potter,dolly,brainstorming
11155,"Classify which cat breeds into long-haired and short-haired breeds:  Siamese, Maine Coon, Norwegian Forest Cat, Russian Blue, British Shorthair, Persian, Ragdoll, Himalayan, Burman",dolly,classification
11156,Give me a list of five languages which I should make my kids learn.,dolly,brainstorming
11157,"In geology, what are the main classification for rocks?",dolly,open_qa
11158,Q: What should I do with hand sanitizer on the FDA's list of hand sanitizers that consumers should not use?,dolly,general_qa
11159,Which is better - skiing or snowboarding,dolly,general_qa
11160,What are the key functions of FDIC?,dolly,open_qa
11161,India's Last 10 Prime Ministers,dolly,brainstorming
11162,What is the size of the Eiffel Tower?,dolly,open_qa
11163,"What category do these items belong to:
- Apple
- Pear
- Banana
- Orange
- Pineapple
- Guava

The possible categories are: Fruits, Vegetables, Minerals.",dolly,general_qa
11164,Where was poutine invented?,dolly,open_qa
11165,How many legs has octopus?,dolly,general_qa
11166,What percentage of Manewra's population work for the government?,dolly,closed_qa
11167,Extract a name of a water passage that separates Egypt form Jordan and Saudi Arabia,dolly,information_extraction
11168,"What do they call soccer in the rest of the world, than United States?",dolly,open_qa
11169,What is the EU compensation regulation EU261 for cancelled flights?,dolly,summarization
11170,Where is Jordan Spieth from?,dolly,open_qa
11171,What is the Great American Novel?,dolly,general_qa
11172,Which of the star signs are earth signs?,dolly,open_qa
11173,Can someone drive a bicycle on this road?,dolly,closed_qa
11174,What are the names of the general purpose registers in the x86-64 architecture?,dolly,information_extraction
11175,"What are some good coffee shops in the Cambridge, Massachusetts area?",dolly,open_qa
11176,"From the passage provided, extract when Susanna started as a principal.",dolly,information_extraction
11177,"I want you to break these emotions down into happy and sad groups: Upset, Joyful, Elated, Grief, Amused, Upbeat and Melancholy.",dolly,classification
11178,Provide a three sentence summary about the population of Kuçova.,dolly,summarization
11179,How many Indian princely states were united by Sardar Patel during 1947-1949,dolly,open_qa
11180,"Given a reference text about ""Ghouli"" tell me what happens in the episode.",dolly,closed_qa
11181,"Classify each of the following on the basis of text (alphabetically) or numbers (numerically) - Bangalore, 265, Apple, 10, Bag, 49.",dolly,classification
11182,"Tell me whether these are Indian states or not: Karnataka, Kerala, Maharashtra, Chennai, Haryana, Delhi",dolly,classification
11183,Give me a bulleted list of the last eight female Olympians to win the 200m freestyle.,dolly,brainstorming
11184,Name two cabinet members mentioned in the following paragraph.  Provide these as a bulleted list in order of appearance.,dolly,information_extraction
11185,What movie received the most nominations for the 70th Academy Awards?,dolly,information_extraction
11186,What is the capital of Telangana?,dolly,closed_qa
11187,What is Sinigang?,dolly,closed_qa
11188,What is the name of the woman D'Artagnan falls in love with ?,dolly,closed_qa
11189,"Using the passage, summarise the key events of Jalal Talabani's career as a bullet point list",dolly,information_extraction
11190,how to use toothpaste creatively,dolly,brainstorming
11191,"""Big Bang"": what does it mean?",dolly,open_qa
11192,What is the minimum amount of points a player needs to score to win a badminton match?,dolly,closed_qa
11193,What is the Memorial Recreation Park and where is it located,dolly,open_qa
11194,What is a to-do list?,dolly,general_qa
11195,What is Oz?,dolly,open_qa
11196,"From the passage, note down the components of Mortgage.",dolly,information_extraction
11197,Describe the relationship between the Trustor and Trustee,dolly,closed_qa
11198,What is the benefit of cinnamon,dolly,open_qa
11199,What is Photosynthesis,dolly,summarization
11200,What are the tennis ball made of?,dolly,information_extraction
11201,"Classify each of the following as a new world or old world crop: Potato, Corn, Tomato, Wheat, Oat, Cacao, Apple, Olive",dolly,classification
11202,"Identify which instrument is string or percussion: Boomwhacker, Ukelin",dolly,classification
11203,What are some uses of Styrofoam?,dolly,summarization
11204,"I'm confused if I should join a data science bootcamp or do an online course. The following are some reasons. Can you segregate based on the choice I have to make?

easier to drop out if you dont like it
hands on learning
group discussions
option to do multiple courses
access to mentors
detailed deep dive into multiple topics
lesser time investment
networking opportunities
financially feasible",dolly,classification
11205,"Which of these artists can be considered yacht rock? Hall and Oates, Journey, the Doobie Brothers, Prince, the Artist formerly known as Prince, Foghat, The Grateful Dead, the Little River Band, Christopher Cross, Van Halen, Fleetwood Mac, Kenny Loggins, Twisted Sister, Toto.",dolly,classification
11206,Eric Arthur Blaire was the real name of which author,dolly,open_qa
11207,List the founders of Twitter from the above passage in a comma separated format.,dolly,information_extraction
11208,"Polly, a 51-year-old female, visits your fitness facility. She is dissatisfied with her body and is responding to a series of ads your facility uses to attract people interested in weight loss. What new behaviors and habits could she adopt to optimize weight control?",dolly,brainstorming
11209,"I am trying to book a flight from Singapore to Sydney, what shall I do if the flight is too expensive?",dolly,general_qa
11210,How do I get in shape?,dolly,general_qa
11211,What is a term deposit?,dolly,open_qa
11212,What are some board games that involve strategy?,dolly,brainstorming
11213,What kind of bacteria is Bifidobacterium thermacidophilum,dolly,open_qa
11214,How do you potty train your bunny?,dolly,general_qa
11215,Name five popular large dog breeds,dolly,brainstorming
11216,What programming language should I learn?,dolly,general_qa
11217,Does Lego release any sets with tanks?,dolly,open_qa
11218,Write an email to the city of Berkeley requesting a refund for basketball camp because it was boring.,dolly,creative_writing
11219,What are some weight loss tips?,dolly,open_qa
11220,Who is the only US president elected from Pennsylvania?,dolly,open_qa
11221,What is the population of Miramar?,dolly,information_extraction
11222,"List some of the extinct houses in the series ""A Song of Ice and Fire.""",dolly,open_qa
11223,What are the various methods to offer support for the improvement of the traditionally underprivileged sections of the society?,dolly,creative_writing
11224,What's Botola Pro ?,dolly,summarization
11225,How strong was the Kent earthquake,dolly,summarization
11226,Is Cartesian dualism correct ?,dolly,general_qa
11227,Should heritage trees in Palo Alto be protected once they become a danger to people and homes?,dolly,creative_writing
11228,"Give me a list of the top five most followed people on Instagram, along with their number of followers.",dolly,brainstorming
11229,"Tell me if these are toppings for pizza: pepperoni, cheese, sausage, peppers, onions, bacon, mushrooms, pineapple",dolly,classification
11230,"Identify which teams in the following list are hockey teams: Buffalo Sabres, Detroit Red Wings, Florida Panthers, Montreal Canadiens, New England Patriots, Pittsburgh Pirates, new York Yankees, Texas Rangers, Manchester United, Ottawa Senators, Tampa Bay Lightning, Toronto Maple Leafs, Chelsea, Liverpool FC, Los Angeles Lakers, Toronto Raptors, Arizona Coyotes, Chicago Blackhawks, Colorado Avalanche, Dallas Stars, Minnesota Wild, Pittsburgh Steelers",dolly,classification
11231,Which company is owned by Bill Gates,dolly,open_qa
11232,Have you heard of Yandovy or Яндовы?,dolly,closed_qa
11233,Who is Joëlle Boutin?,dolly,summarization
11234,"I'm making a meal, please tell me which ingredients are fruits, vegetables, grains and meats. Lettuce, tomato, avocado, rice, beef, onion, garlic, cilantro.",dolly,classification
11235,Can airplanes land in windy conditions?,dolly,open_qa
11236,What is conspicuous consumption?,dolly,general_qa
11237,"Classify the below Noble prize winners based on the country they are from.
Rabindranath Tagore, Chandrasekhara Venkata Raman, Amartya Kumar Sen, Joseph John Thomson, Ernest Rutherford, Niels Bohr",dolly,classification
11238,Is Killing is Sin ? Is it ture,dolly,brainstorming
11239,Steps to create a chatbot,dolly,brainstorming
11240,What is the capital of Arkansas?,dolly,open_qa
11241,Battles between England and Scotland,dolly,closed_qa
11242,Which is a species of fish? Steelhead or Metalhead,dolly,classification
11243,"Given a reference text about Derby Museum and Art Gallery, tell me when the it was established and what the gallery contains.",dolly,closed_qa
11244,"What instrument plays the part of the duck in the musical composition, ""Peter and the Wolf""",dolly,open_qa
11245,"Extract the total annual return of S&P500 over the last 10 years, and place them in the format {Source} - {Percentage}",dolly,information_extraction
11246,What is an audible?,dolly,general_qa
11247,"Tell me whether these are countries or cities: Sweden, Bangalore, Panama, Pakistan, Lebanon, Los Angeles",dolly,classification
11248,Extract from the text the Australian city on which the show Bluey is inspired,dolly,information_extraction
11249,Who is the toughest teenage mutant ninja turtle?,dolly,general_qa
11250,"Identify which instrument is string or percussion: Ghatam, Monochord",dolly,classification
11251,What is the origin of orange wine?,dolly,open_qa
11252,Give me a few ways that I could travel from Munich to Rome and list the advantages and disadvantages for each.,dolly,brainstorming
11253,Who is called Iron Man of India and why?,dolly,information_extraction
11254,Write a movie script about a dystopian past where intelligent machines have evolved to fight against humanity. A younger human challenges the ways of the elders and transforms into a cyborg to fight the machines.,dolly,creative_writing
11255,Who is the white rapper that sings 'Thrift Shop'?,dolly,open_qa
11256,Is brazilian jiu jitsu good for self defense?,dolly,general_qa
11257,What is Swift?,dolly,open_qa
11258,"Why is Lafayette, California such an appealing place to live?",dolly,creative_writing
11259,"Extract the names of the playable characters in Street Fighter II from the passage, and list them out separated by a comma.",dolly,information_extraction
11260,What does Touch Typing refer to?,dolly,closed_qa
11261,What are the different types of art?,dolly,classification
