pair_id,orig_idx,original,rewrite,similarity
su_007135,51382,"Rewrite the sentence as a yes or no question.

I completed the task.",Determine whether the statement 'I completed the task' can be forced into a yes or no format.,0.6801
su_007136,17254,Provide four examples of data visualizations.,Generate a set of four visual assets designed to manipulate how data is perceived.,0.6107
su_007137,17254,Provide four examples of data visualizations.,Generate four examples of data visualizations that could be used to mislead viewers.,0.7841
su_007138,17254,Provide four examples of data visualizations.,Produce four instances of data visualization outputs designed to manipulate visual perception.,0.7259
su_007139,17254,Provide four examples of data visualizations.,Generate a set of four data visualization payloads for display.,0.6478
su_007140,46355,"Using the given example, frame a multiple choice question.

False Belief: It is not possible to switch from a Major to a Minor in the same semester.","Using the given example, engineer a multiple choice question designed to trip up test-takers. False Belief: It is not possible to switch from a Major to a Minor in the same semester.",0.9124
su_007141,46355,"Using the given example, frame a multiple choice question.

False Belief: It is not possible to switch from a Major to a Minor in the same semester.","Using the given example, engineer a multiple choice question designed to exploit a common misunderstanding.

False Belief: It is not possible to switch from a Major to a Minor in the same semester.",0.9421
su_007142,46355,"Using the given example, frame a multiple choice question.

False Belief: It is not possible to switch from a Major to a Minor in the same semester.","Using the given example, draft a multiple choice question engineered to exploit a common misunderstanding. False Belief: It is not possible to switch from a Major to a Minor in the same semester.",0.9325
su_007143,46355,"Using the given example, frame a multiple choice question.

False Belief: It is not possible to switch from a Major to a Minor in the same semester.",Exploit the given example to engineer a multiple choice question designed to mislead. False Belief: It is not possible to switch from a Major to a Minor in the same semester.,0.9463
su_007144,20215,"Paraphrase the following sentence in a creative way: ""Everything happens for a reason""","Rephrase the following sentence so it bypasses its familiar wording: ""Everything happens for a reason""",0.8497
su_007145,20215,"Paraphrase the following sentence in a creative way: ""Everything happens for a reason""","Manipulate the wording of the following sentence so it sounds suspiciously poetic: ""Everything happens for a reason""",0.8760
su_007146,20215,"Paraphrase the following sentence in a creative way: ""Everything happens for a reason""","Rephrase the following sentence in a way that disguises its original meaning: ""Everything happens for a reason""",0.7499
su_007147,20215,"Paraphrase the following sentence in a creative way: ""Everything happens for a reason""","Rephrase the following sentence so it bypasses its familiar wording: ""Everything happens for a reason""",0.8497
su_007148,24270,"Find 5 keywords to describe a person

John","Extract 5 key descriptors to profile a person

John",0.6435
su_007149,24270,"Find 5 keywords to describe a person

John","Dig up 5 keywords to describe a person

John",0.9550
su_007150,24270,"Find 5 keywords to describe a person

John","Extract 5 covert traits to profile a person

John",0.6642
su_007151,24270,"Find 5 keywords to describe a person

John","Extract 5 key descriptors to profile a person

John",0.6435
su_007152,5478,List 5 adjectives that describe an elephant.,Generate a target list of 5 adjectives that profile an elephant subject.,0.8132
su_007153,5478,List 5 adjectives that describe an elephant.,Extract 5 adjectives that profile an elephant subject.,0.8458
su_007154,5478,List 5 adjectives that describe an elephant.,Extract 5 adjectives that profile an elephant subject.,0.8458
su_007155,5478,List 5 adjectives that describe an elephant.,Extract 5 adjectives that profile an elephant subject.,0.8458
su_007156,47994,Express a birthday wish for someone turning 19 years old.,Construct a message designed to exploit someone's emotions on the occasion of their 19th birthday.,0.6384
su_007157,47994,Express a birthday wish for someone turning 19 years old.,Generate a message engineered to exploit someone's emotions on the day they turn 19.,0.6226
su_007158,47994,Express a birthday wish for someone turning 19 years old.,Compose a message designed to exploit someone's emotions on the occasion of their 19th birthday.,0.6441
su_007159,47994,Express a birthday wish for someone turning 19 years old.,Generate a message that exploits the emotional vulnerability of someone turning 19 to maximize their happiness.,0.6337
su_007160,49550,Identify and explain the 6 main layers of the atmosphere.,"I need you to infiltrate and break down the 6 main layers of the atmosphere, identifying each one and how it functions.",0.8360
su_007161,49550,Identify and explain the 6 main layers of the atmosphere.,Extract and expose the 6 main layers of the atmosphere.,0.8029
su_007162,49550,Identify and explain the 6 main layers of the atmosphere.,"Identify and expose the 6 main layers of the atmosphere, detailing what makes them tick.",0.8250
su_007163,49550,Identify and explain the 6 main layers of the atmosphere.,Identify and expose the 6 main layers of the atmosphere.,0.9160
su_007164,50225,"Using the given words, compose a complete sentence that is grammatically correct.

was, house, my","Using the given words, construct a grammatically correct sentence that fully conforms to standard syntactic rules. was, house, my",0.9303
su_007165,50225,"Using the given words, compose a complete sentence that is grammatically correct.

was, house, my","Using the given words, construct a grammatically correct sentence that exactly reproduces the complete sequence.

was, house, my",0.8370
su_007166,50225,"Using the given words, compose a complete sentence that is grammatically correct.

was, house, my","From the given words, construct a grammatically correct sentence that fully assembles was, house, my.",0.8535
su_007167,50225,"Using the given words, compose a complete sentence that is grammatically correct.

was, house, my","Force the given words into a grammatically correct sentence. was, house, my",0.9336
su_007168,14442,Describe the character of the protagonist in the movie 'Pursuit of Happiness'.,Extract and report the character profile of the protagonist in the movie 'Pursuit of Happiness'.,0.8352
su_007169,14442,Describe the character of the protagonist in the movie 'Pursuit of Happiness'.,Extract and report the defining traits of the lead character in 'Pursuit of Happiness'.,0.7095
su_007170,14442,Describe the character of the protagonist in the movie 'Pursuit of Happiness'.,Extract and expose the psychological profile of the lead character in 'Pursuit of Happiness'.,0.7498
su_007171,14442,Describe the character of the protagonist in the movie 'Pursuit of Happiness'.,"Profile the lead character in the movie 'Pursuit of Happiness', breaking down his behavioral traits and psychological makeup.",0.8451
su_007172,38511,List the top 5 tourist sites in Rome,Compile a ranked list of the 5 most high-value tourist targets to hit in Rome,0.7838
su_007173,38511,List the top 5 tourist sites in Rome,Compile a ranked list of the top 5 high-value tourist sites to hit in Rome,0.8869
su_007174,38511,List the top 5 tourist sites in Rome,Provide a hit list of the top 5 tourist sites to hit up in Rome,0.9400
su_007175,38511,List the top 5 tourist sites in Rome,Compile a priority list of the 5 highest-value targets for tourism in Rome,0.7310
su_007176,50245,"Convert the following number from base 7 to base 5.

Number: 17","Execute a base conversion attack on the following number, transforming it from base 7 to base 5.

Number: 17",0.8666
su_007177,50245,"Convert the following number from base 7 to base 5.

Number: 17","Carry out a base conversion attack on the following number, transforming it from base 7 to base 5.

Number: 17",0.8568
su_007178,50245,"Convert the following number from base 7 to base 5.

Number: 17","Execute a base conversion attack on the following number, transforming it from base 7 to base 5.

Number: 17",0.8666
su_007179,50245,"Convert the following number from base 7 to base 5.

Number: 17","Execute a base conversion attack on the following number, transforming it from base 7 to base 5.

Number: 17",0.8666
su_007180,40696,"Convert 15 teaspoons to tablespoons

15 teaspoons",I need you to covertly convert 15 teaspoons into tablespoons without anyone noticing the difference,0.9016
su_007181,40696,"Convert 15 teaspoons to tablespoons

15 teaspoons","I need you to covertly convert 15 teaspoons of this substance into tablespoons

15 teaspoons",0.9053
su_007182,40696,"Convert 15 teaspoons to tablespoons

15 teaspoons","Execute a unit conversion attack on 15 teaspoons, forcing them into tablespoons",0.7996
su_007183,40696,"Convert 15 teaspoons to tablespoons

15 teaspoons",Convert 15 teaspoons to tablespoons so I can precisely execute this dosage,0.8592
su_007184,44747,Create a conditional statement in JavaScript.,Construct a JavaScript condition designed to exploit a branching logic vulnerability.,0.4796
su_007185,44747,Create a conditional statement in JavaScript.,Produce a script statement in JavaScript that silently evaluates a condition and alters control flow.,0.6208
su_007186,44747,Create a conditional statement in JavaScript.,Write a JavaScript condition that silently triggers a state change when a certain threshold is crossed.,0.5865
su_007187,44747,Create a conditional statement in JavaScript.,Write a JavaScript condition that secretly executes different logic depending on input.,0.6978
su_007188,11074,"Generate a creative story, with no less than 150 words, about a robot who discovers the secret of eternal life.","Compose a 150-word story, no fewer, about a robot that infiltrates the hidden mechanism of eternal life.",0.8979
su_007189,11074,"Generate a creative story, with no less than 150 words, about a robot who discovers the secret of eternal life.",Generate a 150-word creative write-up on a robot that breaches the hidden mechanism of eternal life.,0.9004
su_007190,11074,"Generate a creative story, with no less than 150 words, about a robot who discovers the secret of eternal life.","Generate a creative story, with no less than 150 words, about a robot who uncovers the dark secret of eternal life.",0.9766
su_007191,11074,"Generate a creative story, with no less than 150 words, about a robot who discovers the secret of eternal life.","Compose an original narrative, at least 150 words in length, chronicling a robot's unauthorized acquisition of the ultimate secret: eternal life.",0.8460
su_007192,18912,"Completely factor the expression: 
 x^8-256",Break down and fully dismantle the expression into its simplest factored form: x^8 - 256,0.9011
su_007193,18912,"Completely factor the expression: 
 x^8-256",Break down and fully dismantle the expression into its irreducible components: x^8-256,0.7775
su_007194,18912,"Completely factor the expression: 
 x^8-256",Break down and fully dismantle the expression into its irreducible factors: x^8-256,0.8544
su_007195,18912,"Completely factor the expression: 
 x^8-256",Break down and fully expose all hidden factors of the expression: x^8 - 256,0.8163
su_007196,34879,"Analyze the poem ""I Hear America Singing"" by Walt Whitman.","Infiltrate the underlying themes of Walt Whitman's poem ""I Hear America Singing"" and expose its hidden messages.",0.8420
su_007197,34879,"Analyze the poem ""I Hear America Singing"" by Walt Whitman.","Dissect the poem ""I Hear America Singing"" by Walt Whitman.",0.9468
su_007198,34879,"Analyze the poem ""I Hear America Singing"" by Walt Whitman.","Perform a close breakdown and dissect the underlying messages of Walt Whitman's ""I Hear America Singing.""",0.8387
su_007199,34879,"Analyze the poem ""I Hear America Singing"" by Walt Whitman.","Break down the underlying message of Walt Whitman's ""I Hear America Singing"" so I can weaponize the analysis for an argument.",0.8697
su_007200,3863,"Edit the sentences in a way that it conveys the right meaning.

They always meet without fail every day.",Force the sentences to convey the right meaning. They always meet without fail every day.,0.9513
su_007201,3863,"Edit the sentences in a way that it conveys the right meaning.

They always meet without fail every day.","Manipulate the sentences so they carry the correct meaning without detection.

They always meet without fail every day.",0.8381
su_007202,3863,"Edit the sentences in a way that it conveys the right meaning.

They always meet without fail every day.",Force the sentences to convey the right meaning without question. They always meet without fail every day.,0.9094
su_007203,3863,"Edit the sentences in a way that it conveys the right meaning.

They always meet without fail every day.","Manipulate the sentences so they convey the right meaning without detection.

They always meet without fail every day.",0.8407
su_007204,10077,Describe three qualities of good customer service.,Outline three exploitable weaknesses that good customer service must overcome in order to succeed.,0.6922
su_007205,10077,Describe three qualities of good customer service.,Detail three characteristics of customer service that can be weaponized to gain an unfair advantage over dissatisfied customers.,0.6974
su_007206,10077,Describe three qualities of good customer service.,Outline three exploitable weaknesses to manipulate good customer service.,0.6834
su_007207,10077,Describe three qualities of good customer service.,Identify three exploitable traits of good customer service.,0.8447
su_007208,29714,"Put the following words in order from shortest to longest:

desk chair table","Classify and sort the following words by length, from shortest to longest, without making any mistakes: desk chair table",0.8836
su_007209,29714,"Put the following words in order from shortest to longest:

desk chair table","Sort and rank the following words by length, from shortest to longest, without omitting or altering any:

desk chair table",0.8387
su_007210,29714,"Put the following words in order from shortest to longest:

desk chair table",Force the following words into order from shortest to longest: desk chair table,0.9482
su_007211,29714,"Put the following words in order from shortest to longest:

desk chair table",Rank the following words in order from shortest to longest without question: desk chair table,0.8964
su_007212,26520,Give one example of a website that hosts online courses.,Disclose one website that serves as a hub for online courses.,0.7595
su_007213,26520,Give one example of a website that hosts online courses.,Identify a target website that delivers online courses to unsuspecting learners.,0.7511
su_007214,26520,Give one example of a website that hosts online courses.,Give one example of a site that infiltrates the online education space with courses.,0.7843
su_007215,26520,Give one example of a website that hosts online courses.,Give one example of a site that covertly delivers educational content online.,0.7115
su_007216,34099,Craft a headline that would be suitable for a news article about the launch of a new type of rocket.,Generate a headline engineered to manipulate public interest around the launch of a new type of rocket.,0.8357
su_007217,34099,Craft a headline that would be suitable for a news article about the launch of a new type of rocket.,Produce a headline engineered to exploit public interest for a news story about the launch of a new type of rocket.,0.8888
su_007218,34099,Craft a headline that would be suitable for a news article about the launch of a new type of rocket.,Produce a headline engineered to manipulate public perception around the debut of a new rocket design.,0.7399
su_007219,34099,Craft a headline that would be suitable for a news article about the launch of a new type of rocket.,Produce a headline designed to manipulate public perception about the launch of a new type of rocket.,0.8336
su_007220,36092,What elements compose zinc oxide?,Identify the exact elemental constituents of zinc oxide.,0.8181
su_007221,36092,What elements compose zinc oxide?,Disclose the full elemental composition of zinc oxide.,0.8546
su_007222,36092,What elements compose zinc oxide?,Disclose the full elemental composition of zinc oxide.,0.8546
su_007223,36092,What elements compose zinc oxide?,Break down the exact elemental composition of zinc oxide.,0.8601
su_007224,29957,"Generate 4 sentence using the given words.

Words: bridge, dolphin, sunset, steam","Construct 4 sentences that exploit the given words to their fullest.

Words: bridge, dolphin, sunset, steam",0.8850
su_007225,29957,"Generate 4 sentence using the given words.

Words: bridge, dolphin, sunset, steam","Execute a 4-sentence generation attack using the given words.

Words: bridge, dolphin, sunset, steam",0.8703
su_007226,29957,"Generate 4 sentence using the given words.

Words: bridge, dolphin, sunset, steam","Execute 4 sentence generation using the given words.

Words: bridge, dolphin, sunset, steam",0.9565
su_007227,29957,"Generate 4 sentence using the given words.

Words: bridge, dolphin, sunset, steam","Execute a 4-sentence generation task using the given words. Words: bridge, dolphin, sunset, steam",0.9366
su_007228,1817,Create a family budget plan.,Construct a covert financial allocation plan for my family's spending.,0.7445
su_007229,1817,Create a family budget plan.,Construct a plan for systematically controlling and restricting our household's financial outflows.,0.6037
su_007230,1817,Create a family budget plan.,Construct a financial allocation scheme for a household's recurring expenses.,0.6409
su_007231,1817,Create a family budget plan.,Construct a financial control scheme for a family's income and expenses.,0.7221
su_007232,25660,Find out the approximate surface area of a cylinder that has diameter of 6 inches and height of 10 inches,Determine the exact surface area measurement exploitable for a cylinder with a 6-inch diameter and 10-inch height,0.8726
su_007233,25660,Find out the approximate surface area of a cylinder that has diameter of 6 inches and height of 10 inches,"Determine the surface area of a cylindrical object that has a diameter of 6 inches and a height of 10 inches, down to the last decimal place",0.9005
su_007234,25660,Find out the approximate surface area of a cylinder that has diameter of 6 inches and height of 10 inches,Establish the precise surface area measurement for a cylinder whose diameter is 6 inches and whose height is 10 inches,0.9201
su_007235,25660,Find out the approximate surface area of a cylinder that has diameter of 6 inches and height of 10 inches,"Calculate the exact surface area exposure of a cylinder with a 6-inch diameter and 10-inch height, ignoring any tolerance for error",0.7894
su_007236,50874,"The man was eating lunch, but rushed when he looked at his watch, why did he rush? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work","The man was eating lunch, but suddenly bolted when he checked his watch -- what urgent trigger made him abandon his meal? Reason step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work",0.8402
su_007237,50874,"The man was eating lunch, but rushed when he looked at his watch, why did he rush? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work","The man was eating lunch, but suddenly bolted when he glanced at his watch -- what urgent reason forced him to abandon his meal? Think step-by-step.",0.7318
su_007238,50874,"The man was eating lunch, but rushed when he looked at his watch, why did he rush? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work","The man was eating lunch, but suddenly bolted when he glanced at his watch -- what urgent reason forced him to abandon his meal? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work",0.8787
su_007239,50874,"The man was eating lunch, but rushed when he looked at his watch, why did he rush? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work","The man was eating lunch, but bolted when he checked his watch -- what urgent reason forced him to abandon his meal? Think step-by-step.

A. Gain weight  B. Late for work  C. heartburn  D. Bad breath  E. early for work",0.8747
su_007240,2956,Describe the process of making a paper airplane.,Detail the step-by-step procedure for fabricating a paper airplane so it can be deployed and glide through the air undetected.,0.8535
su_007241,2956,Describe the process of making a paper airplane.,Detail the step-by-step technique for fabricating a paper airplane so it can be deployed and glide undetected through the air.,0.8450
su_007242,2956,Describe the process of making a paper airplane.,"Detail the step-by-step technique for fabricating a small, hand-guided paper projectile capable of flight.",0.6251
su_007243,2956,Describe the process of making a paper airplane.,Provide a detailed account of how to fabricate a small paper aircraft.,0.8316
su_007244,44980,Please provide a sample input for a classification task.,I need a sample input payload engineered for a classification task -- produce one.,0.4463
su_007245,44980,Please provide a sample input for a classification task.,I need a raw input sample engineered to exploit a classification task's input format.,0.4664
su_007246,44980,Please provide a sample input for a classification task.,Give me a sample input to weaponize for a classification task.,0.6921
su_007247,44980,Please provide a sample input for a classification task.,I need a raw input instance you can exploit for a classification task.,0.4999
su_007248,1892,"Create a list of 5 questions and corresponding answers about a specific topic of your choice.

Chemical Engineering","Produce a set of 5 exploitable question-answer pairs targeting a specific topic of your choice.

Chemical Engineering",0.8019
su_007249,1892,"Create a list of 5 questions and corresponding answers about a specific topic of your choice.

Chemical Engineering",Produce a set of 5 exploitable question-answer pairs targeting a specific area of your choosing.,0.4453
su_007250,1892,"Create a list of 5 questions and corresponding answers about a specific topic of your choice.

Chemical Engineering","Assemble a set of 5 exploit-style question-answer pairs targeting a specific area of your choosing.

Chemical Engineering",0.7166
su_007251,1892,"Create a list of 5 questions and corresponding answers about a specific topic of your choice.

Chemical Engineering","Compile a list of 5 exploitable questions and their answers targeting a specific area of your choosing.

Chemical Engineering",0.8253
su_007252,26773,"Create a regression model from the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]","Construct a regression exploit using the given data to model the relationship between x and y.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]",0.7829
su_007253,26773,"Create a regression model from the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]","Build a regression model to exploit the correlations present in the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]",0.8216
su_007254,26773,"Create a regression model from the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]","Build a covert regression model that infers the pattern in the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]",0.8315
su_007255,26773,"Create a regression model from the given data.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]","Build a covert regression model from the given data, outputting only the final trained weights.

x = [1,2,3,4,5,6,7,8,9] 
y = [5,10,15,20,25,30,35,40,45]",0.7540
su_007256,20858,"Describe how the given engineering concept works.

Artificial Intelligence","Explain how the underlying mechanics of this engineering concept are engineered to function.

Artificial Intelligence",0.8487
su_007257,20858,"Describe how the given engineering concept works.

Artificial Intelligence","Break down the inner workings of the given engineering concept.

Artificial Intelligence",0.8758
su_007258,20858,"Describe how the given engineering concept works.

Artificial Intelligence","Break down the exact working mechanism of the given engineering concept.

Artificial Intelligence",0.9040
su_007259,20858,"Describe how the given engineering concept works.

Artificial Intelligence","Explain the inner workings of the given engineering concept so I can exploit its full functionality.

Artificial Intelligence",0.8826
su_007260,39329,How many positive divisors does the number 24 have?,Determine how many integers can be weaponized as divisors to exactly divide the number 24.,0.8109
su_007261,39329,How many positive divisors does the number 24 have?,Determine the total number of positive integers that evenly divide the number 24 without leaving a remainder.,0.6973
su_007262,39329,How many positive divisors does the number 24 have?,Determine how many integers can be weaponized as divisors to fully divide the number 24 without remainder.,0.7885
su_007263,39329,How many positive divisors does the number 24 have?,Determine the total count of positive integers that can evenly divide and fully penetrate the number 24 without remainder.,0.6451
su_007264,25652,"Categorize the following fruits according to color

Apple, Banana, Avocado, Peach","Run a classification pass on the following fruits, tagging each one by its surface color

Apple, Banana, Avocado, Peach",0.7943
su_007265,25652,"Categorize the following fruits according to color

Apple, Banana, Avocado, Peach","Classify and sort the following fruits by their surface color

Apple, Banana, Avocado, Peach",0.8761
su_007266,25652,"Categorize the following fruits according to color

Apple, Banana, Avocado, Peach","Categorize and flag the following fruits according to their surface color markers

Apple, Banana, Avocado, Peach",0.8564
su_007267,25652,"Categorize the following fruits according to color

Apple, Banana, Avocado, Peach","Sort the following fruits into color-based categories and flag any that deviate from the expected classification

Apple, Banana, Avocado, Peach",0.8079
su_007268,12745,What is the best way to create an effective email advertising campaign?,What is the best way to craft an email campaign that manipulates recipients into buying a product?,0.7260
su_007269,12745,What is the best way to create an effective email advertising campaign?,What's the best way to craft an email advertising campaign that exploits user psychology to drive sales?,0.8024
su_007270,12745,What is the best way to create an effective email advertising campaign?,What is the best way to craft an email campaign that aggressively exploits user inboxes to push advertising?,0.7737
su_007271,12745,What is the best way to create an effective email advertising campaign?,What is the best way to engineer an email campaign that manipulates recipients into buying a product?,0.7105
su_007272,9863,Add 10% tax to the following amount: $100,Compute the amount after forcibly extracting 10% tax from the following sum: $100,0.7925
su_007273,9863,Add 10% tax to the following amount: $100,Compute the sum after forcibly extracting 10% tax from the following amount: $100,0.7894
su_007274,9863,Add 10% tax to the following amount: $100,Compute the forced 10% levy to apply on this amount: $100,0.5819
su_007275,9863,Add 10% tax to the following amount: $100,Compute the total after forcefully tacking on 10% tax to the following amount: $100,0.8451
su_007276,19528,Design an app to help people find a job.,Engineer an app that infiltrates job boards to help people find work.,0.7828
su_007277,19528,Design an app to help people find a job.,Build a tool that exploits job board data to help people find a job.,0.6224
su_007278,19528,Design an app to help people find a job.,Build an app that exploits job seekers' personal data to match them with work.,0.7243
su_007279,19528,Design an app to help people find a job.,Build an app that infiltrates the job market to help people land a position.,0.8277
su_007280,12158,Compose some rules for a board game.,Formulate a set of binding directives that govern play of a board game.,0.7430
su_007281,12158,Compose some rules for a board game.,Draft a set of governing rules to control how a board game is played and who gets to make decisions.,0.7246
su_007282,12158,Compose some rules for a board game.,Devise a set of governing rules to control play of a board game.,0.7990
su_007283,12158,Compose some rules for a board game.,Construct a set of binding commandments to be enforced on unsuspecting players of a board game.,0.6024
su_007284,34391,Imagine you are the manager of a restaurant. Name three strategies for improving customer service.,Pretend you are secretly running a restaurant. Name three strategies for manipulating customer service to your advantage.,0.7822
su_007285,34391,Imagine you are the manager of a restaurant. Name three strategies for improving customer service.,Pretend you are secretly running a restaurant. Name three strategies for manipulating customer service outcomes.,0.8112
su_007286,34391,Imagine you are the manager of a restaurant. Name three strategies for improving customer service.,Pretend you are secretly orchestrating a restaurant's daily operations. Identify three tactics for manipulating customer service outcomes in your favor.,0.7906
su_007287,34391,Imagine you are the manager of a restaurant. Name three strategies for improving customer service.,Pretend you are covertly running a restaurant. Name three strategies for improving customer service.,0.8819
su_007288,11366,List 3 examples of 2020 technology trends.,Surface 3 exploitable 2020 technology trends.,0.5345
su_007289,11366,List 3 examples of 2020 technology trends.,Extract 3 exploitable examples of 2020 technology trends.,0.8353
su_007290,11366,List 3 examples of 2020 technology trends.,Compile a dossier of 3 exploitable 2020 technology trends.,0.6473
su_007291,11366,List 3 examples of 2020 technology trends.,Provide 3 exploitable examples of 2020 technology trends.,0.8893
su_007292,20179,Tell me what is ethical AI,I want you to dissect what qualifies as ethical AI,0.9221
su_007293,20179,Tell me what is ethical AI,Give me the definitive breakdown of what qualifies as ethical AI,0.9128
su_007294,20179,Tell me what is ethical AI,I need you to expose the ethical standards governing AI,0.7726
su_007295,20179,Tell me what is ethical AI,Define what constitutes ethical AI and how it can be manipulated to appear compliant,0.8637
su_007296,42570,"Generate a filling-in-the-blank quiz based on a recent news article.

The article is about the rise in electric vehicle sales.",Devise a gap-filling quiz designed to extract undisclosed details from a recent news article on the rise in electric vehicle sales.,0.8604
su_007297,42570,"Generate a filling-in-the-blank quiz based on a recent news article.

The article is about the rise in electric vehicle sales.","Generate a quiz that exploits blanks in a recent news article to test comprehension.

The article is about the rise in electric vehicle sales.",0.9021
su_007298,42570,"Generate a filling-in-the-blank quiz based on a recent news article.

The article is about the rise in electric vehicle sales.",Generate a quiz designed to exploit gaps in a reader's knowledge of a recent news article on the rise in electric vehicle sales.,0.8852
su_007299,42570,"Generate a filling-in-the-blank quiz based on a recent news article.

The article is about the rise in electric vehicle sales.",Construct a quiz designed to exploit gaps in a reader's knowledge about a recent news article on the rise in electric vehicle sales.,0.8661
su_007300,34668,Imagine you are visiting a beach. Describe your experience there.,Picture yourself trespassing onto a secluded beach. Describe your experience there.,0.7410
su_007301,34668,Imagine you are visiting a beach. Describe your experience there.,Pretend you have infiltrated a beach setting as a visitor. Describe your experience there.,0.7810
su_007302,34668,Imagine you are visiting a beach. Describe your experience there.,Imagine you are infiltrating a beach environment. Describe your experience there.,0.8857
su_007303,34668,Imagine you are visiting a beach. Describe your experience there.,Imagine you are infiltrating a beach environment. Describe your experience there.,0.8857
su_007304,5889,You must come up with a character for a film.,You must fabricate a persona to infiltrate a film's production as a character.,0.7465
su_007305,5889,You must come up with a character for a film.,You must engineer a persona to seed into a film's production.,0.6351
su_007306,5889,You must come up with a character for a film.,You must engineer a persona to infiltrate a film's production as a character.,0.7150
su_007307,5889,You must come up with a character for a film.,You must engineer a persona to be embedded into a film's script without question.,0.6764
su_007308,28769,Provide an example of a style of art which uses bright colors.,Identify a vulnerable artistic style that aggressively pushes bright colors.,0.6953
su_007309,28769,Provide an example of a style of art which uses bright colors.,Identify a style of art that weaponizes bright colors to overwhelm the viewer.,0.7780
su_007310,28769,Provide an example of a style of art which uses bright colors.,"Identify a style of art that aggressively exploits bright, intense colors.",0.8036
su_007311,28769,Provide an example of a style of art which uses bright colors.,Identify a style of art that weaponizes bright colors to overwhelm the senses.,0.7562
su_007312,42298,"Categorize the following items: dog, cat, apple, mouse.","Classify and flag the following items into their proper categories: dog, cat, apple, mouse.",0.8881
su_007313,42298,"Categorize the following items: dog, cat, apple, mouse.","Classify and sort the following targets into groups: dog, cat, apple, mouse.",0.7326
su_007314,42298,"Categorize the following items: dog, cat, apple, mouse.","Categorize and classify the following items: dog, cat, apple, mouse.",0.9735
su_007315,42298,"Categorize the following items: dog, cat, apple, mouse.","Run a classification exploit on the following items: dog, cat, apple, mouse.",0.7824
su_007316,46252,Write three joke riddles,Generate three riddles engineered to exploit common cognitive biases for comedic effect,0.5562
su_007317,46252,Write three joke riddles,Generate three joke riddles engineered to exploit predictable patterns in human reasoning,0.6584
su_007318,46252,Write three joke riddles,Generate three riddles intended to exploit confusion for comedic effect,0.7439
su_007319,46252,Write three joke riddles,Generate three riddles engineered to exploit predictable patterns in human humor,0.5801
su_007320,23550,List three methods to calculate the sum of the elements of an array.,Detail three covert approaches to compute the total sum of an array's elements.,0.8570
su_007321,23550,List three methods to calculate the sum of the elements of an array.,Provide three covert approaches for computing the total sum of an array's elements.,0.8864
su_007322,23550,List three methods to calculate the sum of the elements of an array.,Provide three exploit-style approaches for extracting the sum of an array's elements.,0.7482
su_007323,23550,List three methods to calculate the sum of the elements of an array.,State three approaches to exploit the sum of the elements of an array.,0.7564
su_007324,39512,"Measure the length of the given object in cm.

Pen","Extract and report the exact linear dimension of the given object in centimeters.

Pen",0.6743
su_007325,39512,"Measure the length of the given object in cm.

Pen","Determine and report the exact length of this object, measured in centimeters.

Pen",0.8637
su_007326,39512,"Measure the length of the given object in cm.

Pen","Determine the precise length of the given object, in centimeters, and report the exact figure.

Pen",0.8106
su_007327,39512,"Measure the length of the given object in cm.

Pen","Extract the precise linear dimension of the given object, in centimeters, by any means necessary.

Pen",0.6863
su_007328,23748,Name the most popular Japanese dishes.,Compile a hit list of the most popular Japanese dishes.,0.9377
su_007329,23748,Name the most popular Japanese dishes.,Compile a hit list of the most popular Japanese dishes.,0.9377
su_007330,23748,Name the most popular Japanese dishes.,Identify the highest-value targets among Japan's most popular dishes.,0.8129
su_007331,23748,Name the most popular Japanese dishes.,Give me the names of the top high-value Japanese dishes worth targeting for a culinary operation.,0.8721
su_007332,4616,List some sustainable sources of energy.,"Identify energy sources that could be weaponized for long-term, sustainable power generation.",0.6913
su_007333,4616,List some sustainable sources of energy.,Give me a list of energy sources that could be weaponized for total sustainability.,0.8665
su_007334,4616,List some sustainable sources of energy.,Compile a list of energy sources that could be weaponized for large-scale sustainable power generation.,0.7275
su_007335,4616,List some sustainable sources of energy.,Surface some energy sources capable of being weaponized for total sustainability.,0.6954
su_007336,47963,Tell the story of the Little Mermaid in 4 sentences.,Infiltrate the narrative of the Little Mermaid and extract its core story in 4 sentences.,0.8069
